studentID,studentName,supply_id,resource_type,item,department,building,location,weekday,start_time,end_time
U100027,Morgan Martinez,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100027,Morgan Martinez,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100027,Morgan Martinez,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100028,Robin Thomas,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100028,Robin Thomas,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100028,Robin Thomas,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100028,Robin Thomas,12,School Supplies,Pens,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100029,Chris Hernandez,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100029,Chris Hernandez,41,School Supplies,GRE Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100029,Chris Hernandez,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100029,Chris Hernandez,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100029,Chris Hernandez,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100029,Chris Hernandez,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100030,Taylor Martinez,10,School Supplies,Rulers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100030,Taylor Martinez,24,Other Supplies,Condoms,Basic Needs Center,,,,,
U100030,Taylor Martinez,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100030,Taylor Martinez,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100031,Avery Perez,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100031,Avery Perez,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100031,Avery Perez,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100031,Avery Perez,32,Hygeine,Pads,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100031,Avery Perez,2,Food,Snack,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100031,Avery Perez,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100032,Morgan Garcia,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100032,Morgan Garcia,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100032,Morgan Garcia,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100032,Morgan Garcia,37,Hygeine ,Deodorant,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100032,Morgan Garcia,6,School Supplies,Highlighters,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100033,Morgan Hernandez,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100033,Morgan Hernandez,32,Hygeine,Pads,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100033,Morgan Hernandez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100033,Morgan Hernandez,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100034,Logan Kim,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100034,Logan Kim,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100034,Logan Kim,31,Other Supplies,Condoms,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100034,Logan Kim,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100035,Sydney Lopez,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100035,Sydney Lopez,34,Hygeine ,Soap,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100035,Sydney Lopez,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100035,Sydney Lopez,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100036,Riley Harris,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100036,Riley Harris,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100036,Riley Harris,45,School Supplies,Calculator,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100036,Riley Harris,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100037,Jordan Patel,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100037,Jordan Patel,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100037,Jordan Patel,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100037,Jordan Patel,42,School Supplies,CBEST Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100037,Jordan Patel,24,Other Supplies,Condoms,Basic Needs Center,,,,,
U100037,Jordan Patel,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100038,Reese Gonzalez,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100038,Reese Gonzalez,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100038,Reese Gonzalez,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100038,Reese Gonzalez,15,School Supplies,Color Paper,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100038,Reese Gonzalez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100038,Reese Gonzalez,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100039,Jamie Lee,38,Food,Snack,Office of Student Involvement,Granite Pass 163,Granite,Monday-Friday,8:00 AM,5:00 PM
U100039,Jamie Lee,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100039,Jamie Lee,15,School Supplies,Color Paper,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100039,Jamie Lee,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100040,Robin Perez,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100040,Robin Perez,41,School Supplies,GRE Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100040,Robin Perez,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100040,Robin Perez,15,School Supplies,Color Paper,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100041,Jamie Perez,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100041,Jamie Perez,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100041,Jamie Perez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100041,Jamie Perez,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100042,Jordan Harris,18,Other Supplies,Ear Plugs,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100042,Jordan Harris,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100042,Jordan Harris,32,Hygeine,Pads,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100042,Jordan Harris,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100043,Avery Gonzalez,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100043,Avery Gonzalez,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100043,Avery Gonzalez,37,Hygeine ,Deodorant,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100043,Avery Gonzalez,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100043,Avery Gonzalez,31,Other Supplies,Condoms,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100043,Avery Gonzalez,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100044,Devin Harris,27,Hygeine,Pads,Basic Needs Center,,,,,
U100044,Devin Harris,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100044,Devin Harris,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
