studentID,studentName,tutoring_id,resource_type,subject,department,building,location,weekday,start_time,end_time
U100012,Jamie Harris,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100013,Robin Clark,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100013,Robin Clark,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100013,Robin Clark,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100013,Robin Clark,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100014,Devin Thomas,50,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100014,Devin Thomas,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100014,Devin Thomas,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100014,Devin Thomas,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100014,Devin Thomas,12,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100014,Devin Thomas,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100015,Alex Gonzalez,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100015,Alex Gonzalez,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100015,Alex Gonzalez,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100015,Alex Gonzalez,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100016,Riley Lee,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100016,Riley Lee,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100016,Riley Lee,72,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Sunday,4:00 PM,7:00 PM
U100016,Riley Lee,59,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100017,Taylor Lopez,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100017,Taylor Lopez,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100017,Taylor Lopez,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100017,Taylor Lopez,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100017,Taylor Lopez,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100017,Taylor Lopez,56,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100018,Jordan Gonzalez,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100018,Jordan Gonzalez,56,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100018,Jordan Gonzalez,46,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100018,Jordan Gonzalez,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100018,Jordan Gonzalez,66,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100018,Jordan Gonzalez,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100019,Kai Thomas,55,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100019,Kai Thomas,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100019,Kai Thomas,26,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100019,Kai Thomas,72,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Sunday,4:00 PM,7:00 PM
U100019,Kai Thomas,20,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100020,Jamie Thomas,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100020,Jamie Thomas,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100020,Jamie Thomas,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100020,Jamie Thomas,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100021,Avery Harris,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100021,Avery Harris,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100021,Avery Harris,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100021,Avery Harris,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100021,Avery Harris,38,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100021,Avery Harris,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100022,Drew Patel,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100022,Drew Patel,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100022,Drew Patel,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100022,Drew Patel,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100022,Drew Patel,46,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100023,Morgan Gonzalez,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100023,Morgan Gonzalez,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100023,Morgan Gonzalez,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100023,Morgan Gonzalez,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100023,Morgan Gonzalez,31,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100024,Taylor Kim,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100024,Taylor Kim,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100024,Taylor Kim,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100024,Taylor Kim,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100024,Taylor Kim,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100024,Taylor Kim,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100025,Chris Kim,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100025,Chris Kim,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100025,Chris Kim,32,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100025,Chris Kim,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100025,Chris Kim,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100025,Chris Kim,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100026,Sam White,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100026,Sam White,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100026,Sam White,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100026,Sam White,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100026,Sam White,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100026,Sam White,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100027,Morgan Martinez,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100027,Morgan Martinez,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100027,Morgan Martinez,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100027,Morgan Martinez,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100027,Morgan Martinez,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100028,Robin Thomas,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100028,Robin Thomas,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100028,Robin Thomas,30,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100028,Robin Thomas,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100029,Chris Hernandez,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100029,Chris Hernandez,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100029,Chris Hernandez,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100029,Chris Hernandez,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100029,Chris Hernandez,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100029,Chris Hernandez,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100030,Taylor Martinez,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100030,Taylor Martinez,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100030,Taylor Martinez,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100030,Taylor Martinez,72,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Sunday,4:00 PM,7:00 PM
U100030,Taylor Martinez,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100030,Taylor Martinez,50,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100031,Avery Perez,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100031,Avery Perez,66,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100031,Avery Perez,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100031,Avery Perez,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100031,Avery Perez,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100032,Morgan Garcia,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100032,Morgan Garcia,11,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100032,Morgan Garcia,38,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100032,Morgan Garcia,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100033,Morgan Hernandez,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100033,Morgan Hernandez,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100033,Morgan Hernandez,38,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100033,Morgan Hernandez,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100034,Logan Kim,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100034,Logan Kim,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100034,Logan Kim,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100034,Logan Kim,44,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100035,Sydney Lopez,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100035,Sydney Lopez,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100035,Sydney Lopez,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100035,Sydney Lopez,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100035,Sydney Lopez,55,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100035,Sydney Lopez,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100036,Riley Harris,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100036,Riley Harris,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100036,Riley Harris,59,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100036,Riley Harris,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100036,Riley Harris,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100036,Riley Harris,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100037,Jordan Patel,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100037,Jordan Patel,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100037,Jordan Patel,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100037,Jordan Patel,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100038,Reese Gonzalez,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100038,Reese Gonzalez,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100038,Reese Gonzalez,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100038,Reese Gonzalez,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100038,Reese Gonzalez,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100039,Jamie Lee,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100039,Jamie Lee,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100039,Jamie Lee,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100039,Jamie Lee,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100039,Jamie Lee,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
